,abstract/snippet,lead_paragraph,headline,keywords,pub_date,document_type,section_name,type_of_material
0,"Annegret Kramp-Karrenbauer said she would quit after her conservative party voted with the far right in one German state. Her decision leaves the race to succeed Angela Merkel wide open, and the country in deep disarray.","BERLIN — Germany is troubled. Its democracy is being tested. Its two big traditional parties, right and left, are shrinking fast. Angela Merkel, its powerful chancellor of 14 years, is a lame duck.",Merkel’s Chosen Successor Steps Aside. The Far Right Cries Victory.,"Germany;Kramp-Karrenbauer, Annegret;Politics and Government;Appointments and Executive Changes;Christian Democratic Union (Germany);Merkel, Angela;Alternative for Germany;THURINGIA (GERMANY);Elections",2020-02-10,article,World,News
0,"Doctors must balance patients’ needs, parents’ concerns, pressure from pharmaceutical representatives and challenges from insurance companies.","Whenever I write about attention deficit hyperactivity disorder — whether I’m writing generally about the struggles facing these children and their families or dealing more specifically with medications — I know that some readers will write in to say that A.D.H.D. is not a real disorder. They say that the rising numbers of children taking stimulant medication to treat attentional problems are all victims, sometimes of modern society and its unfair expectations, sometimes of doctors, and most often of the rapacious pharmaceutical industry.",The Marketing of Stimulants for Children With A.D.H.D.,Attention Deficit Hyperactivity Disorder;Drugs (Pharmaceuticals);Children and Childhood;Addiction (Psychology);ADVERTISING AND MARKETING;Doctors;Insurance,2020-02-10,article,Well,News
0,"There are more useful things to do than worry. For one thing, you could wash your hands. (And did you get your flu shot?)",News of coronavirus infections is causing many people to panic.,Lessons That Go Beyond the Coronavirus Outbreak,Coronavirus (2019-nCoV);Hygiene and Cleanliness;Viruses;Influenza;Epidemics;Medicine and Health,2020-02-10,article,The Upshot,News
0,"How is watching a movie in a theater different from streaming it at home? On what occasion do you think it’s worth venturing out to see a movie on the big screen? Or, to you, is it never worth it?",How often do you watch movies? And where do you like to watch them? ,"In the Age of Digital Streaming, Are Movie Theaters Still Relevant?",,2020-02-10,article,The Learning Network,News
0,"By 2030, nearly one in two adults will be obese, and nearly one in four will be severely obese.","Climate change is not the only source of dire projections for the coming decade. Perhaps just as terrifying from both a health and an economic perspective is a predicted continued rise in obesity, including severe obesity, among American adults.","Half of Us Face Obesity, Dire Projections Show",Obesity;Soft Drinks;Weight;Food;Diet and Nutrition,2020-02-10,article,Well,News
0,A novel financial instrument was supposed to bring Europe strategic autonomy from the United States. Its muted debut only shows how far-off that goal really is.,"BERLIN — If you don’t happen to be a foreign policy wonk, you’ve probably never heard of Instex, the Instrument in Support of Trade Exchanges. The company, set up by Germany, France and Britain in January 2019, was supposed to enable trade between Europe and Iran in defiance of United States sanctions. Now, a year later, the first transaction is just about to be processed, according to the German Foreign Office.",The Failure of Europe’s Feeble Muscle Flexing,United States International Relations;Politics and Government;European Union;Europe;Germany;Iran;International Trade and World Market,2020-02-10,article,Opinion,Op-Ed
0,The president’s decision to roll back protections is deeply misguided.,"The Environmental Protection Agency made a startling admission last month when it announced that many of the nation’s streams and wetlands would no longer be protected under the Clean Water Act, perhaps the nation’s most successful antipollution law.",Trump Weakens the Nation’s Clean Water Efforts,"Conservation of Resources;Water Pollution;Wetlands;Floods;Clean Water Act;Environment;Water;Trout;Fishing, Sport;Regulation and Deregulation of Industry;Environmental Protection Agency;United States Geological Survey;United States",2020-02-10,article,Opinion,Op-Ed
0,"While parents have been focusing on creating Instagram-friendly school lunches, the quality of cafeteria food has improved significantly.","Parents today face a steady stream of advice about how best to care for their children. Mothers, in particular, are pressured to be the perfect parent: Most of the advice on social media and parenting blogs is directed at them.",Why Are You Still Packing Lunch for Your Kids?,Lunch and Breakfast Programs;Cafeterias;Food;Education (K-12);Parenting;Diet and Nutrition,2020-02-10,article,Opinion,Op-Ed
0,Protecting the forests while we are at it.,"NASHVILLE — After what seemed like 100 years of impeachments hearings, anything uttered on Capitol Hill now sounds to my ear like the voice of Charlie Brown’s teacher. Nevertheless, a few words from President Trump’s State of the Union address managed to break through the wah-wahs last week: “To protect the environment, days ago, I announced the United States will join the One Trillion Trees Initiative, an ambitious effort to bring together government and the private sector to plant new trees in America and around the world,” he said.",What’s Better Than Planting a Trillion Trees?,"Trees and Shrubs;Greenhouse Gas Emissions;Trump, Donald J;Environment;State of the Union Message (US);Forests and Forestry",2020-02-10,article,Opinion,Op-Ed
0,The restrained approach of Chief Justice John G. Roberts Jr. to what he called his “ill-defined responsibilities” did not please liberals. But it insulated him from combustible confrontations.,"Chief Justice John G. Roberts Jr. has returned to his day job, and he must be relieved.",Chief Justice’s Impeachment Handbook: Determined Minimalism,"Roberts, John G Jr;Supreme Court (US);United States Politics and Government;Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry;Impeachment;Trump, Donald J",2020-02-10,article,U.S.,News
0,"The size and frequency of  thunderstorms has risen along with global temperatures, researchers at the University of Tel Aviv found. ","Africa is experiencing bigger and more frequent thunderstorms as global temperatures rise, according to researchers at Tel Aviv University.","Africa, a Thunder and Lightning Hot Spot, May See Even More Storms",Global Warming;Lightning;AFRICA;Weather;Environment,2020-02-10,article,Climate,News
0,Treasured jewelry and accessories deserve safekeeping. Don’t just dump them all in a bag.,If you don’t wear all of your jewelry and accessories round the clock — and all at the same time — you need somewhere to store them. But not all storage methods are equally kind to treasured pieces.,Shopping for Accessory Storage,Real Estate and Housing (Residential);Interior Design and Furnishings;Jewels and Jewelry;Orderliness and Clutter;Closets,2020-02-10,article,Real Estate,News
0,The models Elibeidy Dani and Janaye Furman wear Marc Jacobs’s spring 2020 collection.,The models Elibeidy Dani and Janaye Furman wear Marc Jacobs’s spring 2020 collection.,"‘Silver Point,’ a Short Fashion Film by Roe Ethridge",Fashion and Apparel;Marc Jacobs International LLC,2020-02-10,multimedia,T Magazine,Video
0,The death of Qassim al-Rimi is part of a string of setbacks that have damaged the group’s ability to carry out operations against the West.,"WASHINGTON — For more than a decade, Al Qaeda’s affiliate in Yemen has been one of the most dangerous terrorist organizations on the planet. The group spent years inventing explosives that are difficult to detect, including trying to disguise bombs in devices like cellphones. It has tried at least three times to blow up American airliners, without success.",Killing of Terrorist Leader in Yemen Is Latest Blow to Qaeda Affiliate,"Raymi, Qassim al- (1978-2020);Al Qaeda in the Arabian Peninsula;Targeted Killings;United States Defense and Military Forces;Yemen;Terrorism;AL QAEDA;Asiri, Ibrahim Hassan al-;Drones (Pilotless Planes);United States Politics and Government",2020-02-10,article,U.S.,News
0,"Some conservatives want to recall him and others want to censure him. In the state he represents, though, many view speaking out against President Trump as an act to admire, not an apostasy.",SALT LAKE CITY — Phil Lyman wanted to do something swift and stern.,Mitt Romney Is a ‘Judas’ to Many Republicans. But Not in Utah.,"Romney, Mitt;Republican Party;Utah;Trump, Donald J;Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry;Elections, Senate;Voting and Voters;State Legislatures;Conservatism (US Politics)",2020-02-10,article,U.S.,News
0,My company deserves scrutiny. But we have already done many of the things politicians demand of America’s leading businesses.,"“Hello, Jay?” The voice on the line was instantly recognizable. “It’s Bernie Sanders.”",Why Bernie Sanders Praised Amazon,Labor and Jobs;Wages and Salaries;AMAZON.COM INC,2020-02-10,article,Opinion,Op-Ed
0,"“Real Life” follows a pivotal weekend in the life of a black gay student in the Midwest, something Brandon Taylor said was an effort to write himself into the campus-life genre he loves reading.","When he set out to write a novel, Brandon Taylor, a former doctoral student in biochemistry at the University of Wisconsin, approached it like a scientist.","For a Scientist Turned Novelist, an Experiment Pays Off","Writing and Writers;Books and Literature;Taylor, Brandon (Author);Real Life (Book);Graduate Schools and Students;Black People;Blacks;Colleges and Universities;Homosexuality and Bisexuality;Biology and Biochemistry",2020-02-10,article,Books,News
0,"In the British Virgin Islands, get cheap maritime thrills and rub shoulders with locals on one of the region’s most convenient ferry systems.","Orion was shining brightly in the dark sky above Anegada in the British Virgin Islands. But the constellation had some electric competition in the band of bright mast lights bobbing offshore — “like a bejeweled Orion’s belt,” observed a new acquaintance who introduced himself as Spoons, the pilot of one of those yachts. He and his crew of five friends from the Boston area had paid $10,900 for eight days on a 45-foot catamaran to sail from island to island.",Who Needs a Caribbean Yacht When You Can Take the Ferry?,Travel and Vacations;Budget Travel;Caribbean Area;Virgin Islands (Great Britain),2020-02-10,article,Travel,News
0,"Through the fashion designer’s various identities and struggles, two things have remained consistent: his ability to predict a cultural moment and the pure emotion of his work.","“THE DRIVING FORCE in my life is fear,” Marc Jacobs said.",The Many Lives of Marc Jacobs,"Fashion and Apparel;Families and Family Life;LVMH Moet Hennessy Louis Vuitton SA;Louis Vuitton;Marc by Marc Jacobs;Marc Jacobs International LLC;Perry Ellis International Inc;Appointments and Executive Changes;New York Fashion Week;Defrancesco, Charly;Duffy, Robert (Fashion);Grand, Katie;Wachowski, Lana;New York City;Jacobs, Marc",2020-02-10,article,T Magazine,News
0,Can you find Nigeria on a map? What else do you know about this African nation with about 206 million people?,Can you find Nigeria on a map? What else do you know about this African nation with about 206 million people?,How Much Do You Know About Nigeria?,Nigeria,2020-02-10,multimedia,The Learning Network,Interactive Feature
0,"The Trump administration said the restriction on the travelers' program was in response to a new law in New York. Gov. Cuomo called it a form of ""extortion.""", [Want to get New York Today by email? Here’s the sign-up.],Global Entry: What to Know About the Enrollment Freeze,"New York City;Travel and Vacations;AIRPORTS;Homeland Security Department;Customs and Border Protection (US);Trump, Donald J;Cuomo, Andrew M;James, Letitia;City Planning Department (NYC)",2020-02-10,article,New York,briefing
0,Here's what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),"Cruise Ship, Democrats, Academy Awards: Your Monday Briefing",,2020-02-10,article,Briefing,briefing
0,"As Bong Joon Ho’s film received Academy Awards for best picture and best director, the honors set off cheers and a burst of pride in a country fearful of being overlooked.","SEOUL, South Korea — Much of the world knows South Korea by its cultural products, including its increasingly popular movies, TV dramas and K-pop performers like BTS and Psy. Now the country has received once-unthinkable validation of its artistic achievement: a best-picture Oscar.",Oscar for ‘Parasite’ Quenches Koreans’ Long Thirst for Recognition,Movies;Academy Awards (Oscars);Bong Joon-ho;Moon Jae-in;South Korea;Parasite (Movie);Income Inequality,2020-02-10,article,World,News
0,"An unregulated facial recognition app can probably tell the police your name, and help them find out where you live and who your friends are.",Listen and subscribe to our podcast from your mobile device:Via Apple Podcasts | Via Spotify | Via Stitcher,The End of Privacy as We Know It?,Facial Recognition Software;Clearview AI Inc;Surveillance of Citizens by Government;Privacy;Science and Technology;Computer Security,2020-02-10,article,Podcasts,News
0,The declaration lets English public health officials isolate individuals who may have contracted the virus. It came as the number of cases in the country rose to eight on Monday.,"LONDON — Britain’s health department declared the new coronavirus an “imminent threat” to public health and announced a series of measures to combat the spread of the virus, a sign of the seriousness with which local health authorities are treating the fears of the epidemic.",U.K. Declares Coronavirus ‘Imminent Threat’ as Europe Scrambles,Coronavirus (2019-nCoV);England;France;Great Britain;Medicine and Health;Viruses;Europe;Wuhan (China),2020-02-10,article,World,News
0,"Choi, who interpreted for the “Parasite” director and others involved with the film, has become a familiar face throughout awards season.","Bong Joon Ho was onstage a lot on Sunday night, giving one acceptance speech after another as his film “Parasite” scooped up Oscars, including best picture. Beside him each time was a familiar face.",Translating for Bong Joon Ho at the Oscars: Aspiring Director Sharon Choi,"Academy Awards (Oscars);Bong Joon Ho;Translation and Interpreters;Movies;Parasite (Movie);Choi, Sharon",2020-02-10,article,Movies,News
0,"The investor Chamath Palihapitiya urged start-ups and venture capitalists to reconsider where they get their money from, in light of a new report on a Mormon Church mega-fund.", On our radar: L Brands is said to be close to a deal to sell control of Victoria’s Secret to the investment firm Sycamore Partners. (Want this in your inbox each morning? Sign up here.),"Money, Morality and a Challenge to Silicon Valley",Venture Capital,2020-02-10,article,Business Day,News
0,"The Sanders-Buttigieg attacks grow, and a Biden ad gets sarcastic. This is your morning tip sheet.","Sandra Day O’Harris, a dog named after Sandra Day O’Connor, waiting with the crowd at Pete Buttigieg’s “Get Out the Vote” campaign stop in Nashua, N.H., on Sunday.",On Politics: This Is Sparta (or Manchester),"Presidential Election of 2020;Primaries and Caucuses;Democratic Party;New Hampshire;Sanders, Bernard;Buttigieg, Pete (1982- );Biden, Joseph R Jr;Warren, Elizabeth;Voting and Voters",2020-02-10,article,U.S.,News
0,What we saw on the Oscars red carpet.,What we saw on the Oscars red carpet.,Come to the Oscars With Brad Pitt and Us,"Academy Awards (Oscars);ACTORS AND ACTRESSES;Movies;Pitt, Brad;Robbie, Margot;Phoenix, Joaquin;Ali, Mahershala (1974- );Kaling, Mindy;Monae, Janelle;Chalamet, Timothee (1995- );Mara, Rooney;Zellweger, Renee",2020-02-10,multimedia,Style,Interactive Feature
0,"Mookie Betts and David Price, via a reworked trade, will join a Dodgers team looking for payback in 2020. In a twist, the Red Sox will get a shortstop named Jeter.","The results of each postseason series are engraved on the inside of the Houston Astros’ 2017 championship rings. Most champions design it that way, but the teams Houston thwarted in 2017 were, perhaps, the most regal of all baseball brands: the Boston Red Sox, the Yankees and the Los Angeles Dodgers. The familiar logos of the vanquished seemed to burnish the Astros’ achievement.","In Trade for Betts, Another of Astros’ Vanquished Opponents Bulks Up","Baseball;Boston Red Sox;Houston Astros;Los Angeles Dodgers;Minnesota Twins;New York Yankees;Betts, Mookie (1992- );Cole, Gerrit;Henry, John W;Maeda, Kenta (1988- );Price, David Taylor;Trades (Sports)",2020-02-10,article,Sports,News
0,"When it came to fashion, it was old Hollywood vs. new. Guess who won.","Old Hollywood — and the way it is represented by the Academy of Motion Picture Arts and Sciences and its award nominations — has been under the microscope for a while now, whether because of #OscarsSoWhite or #MeToo or the lack of recognition of female directors (and the lack of recognition of Jennifer Lopez in “Hustlers”! Scandal!).",The Oscars Red Carpet: Let’s Give Them Something to Talk About,Fashion and Apparel;Dresses;Academy Awards (Oscars);Movies;your-feed-fashion,2020-02-10,article,Style,News
0,A software engineer finds herself unable to return to her job in Hong Kong after the Philippine government banned travel to the city.,"HONG KONG — Jade Doringo arrived at Manila’s international airport more than five hours ahead of her scheduled departure to Hong Kong, where she worked as a software engineer. But instead of getting on her flight, she was asked to surrender her boarding pass.","A Job Overseas, but Stranded by Coronavirus Travel Bans",AIRLINES AND AIRPLANES;Politics and Government;Coronavirus (2019-nCoV);Migrant Labor (Non-Agriculture);Philippines;Manila (Philippines);Hong Kong,2020-02-10,article,Business Day,News
0,Monday: Manny Fernandez comes from a stellar run in Texas. But he’s no stranger to the Golden State. Also: A big night for “Parasite” at the Oscars.,Good morning.,Meet Our New Los Angeles Bureau Chief,California,2020-02-10,article,U.S.,briefing
0,"A traditional ranch-style house in the San Fernando Valley, a 1965 cottage on the Russian River and a two-bedroom condominium in San Francisco.","A traditional ranch-style house in the San Fernando Valley, a 1965 cottage on the Russian River and a two-bedroom condominium in San Francisco.","What You Get for $750,000 in California",Real Estate and Housing (Residential);Los Angeles (Calif);San Francisco (Calif);Guerneville (Calif),2020-02-10,multimedia,Real Estate,Slideshow
0,"A traditional ranch-style house in the San Fernando Valley, a 1965 cottage on the Russian River and a two-bedroom condominium in San Francisco.","This property is in Valley Village, a San Fernando Valley neighborhood nestled between North Hollywood and Studio City. In many ways, it is the quintessential Valley neighborhood, with wide, mostly flat streets lined with single-story houses — many of them, like this one, considered traditional or birdhouse ranch houses, with dovecotes, pitched roofs and diamond-pane windows.","$750,000 Homes in California",Real Estate and Housing (Residential);California;Los Angeles (Calif);San Francisco (Calif);Guerneville (Calif),2020-02-10,article,Real Estate,News
0,"China’s leader, who rarely mingles with the public, visited several sites in the capital and spoke to medical workers in Wuhan via video conferencing.","BEIJING — When he stepped inside the municipal office five miles north of the Forbidden City, China’s most powerful leader in decades pulled up the sleeve of his black overcoat and held out his wrist. A woman in a mask and surgical gloves then checked to see if he had a fever.",‘Let’s Not Shake Hands’: Xi Jinping Tours Beijing Amid Coronavirus Crisis,Coronavirus (2019-nCoV);Politics and Government;Local Government;Epidemics;Xi Jinping;Li Keqiang;China;Beijing (China);Communist Party of China,2020-02-10,article,World,News
0,"The website for an election app used by Prime Minister Benjamin Netanyahu’s party made it possible to view full names, addresses, identity card numbers and more.","A software flaw exposed the personal data of every eligible voter in Israel — including full names, addresses and identity card numbers for 6.5 million people — raising concerns about identity theft and electoral manipulation, three weeks before the country’s national election.",Personal Data of All 6.5 Million Israeli Voters Is Exposed,"Computer Security;Elections;Israel;Voting and Voters;Identity Theft;Likud Party (Israel);Netanyahu, Benjamin;Elector (Mobile App)",2020-02-10,article,World,News
0,The budget predicts the economy will grow significantly faster than most economists anticipate.,"WASHINGTON — President Trump’s budget proposals have been defined by a belief that the economy will grow significantly faster than most economists anticipate. The latest version, released on Monday, is a brief departure: It concedes, for the first time, that the administration’s past projections were too optimistic.",Trump’s Budget Math Grapples With Economic Reality,Federal Budget (US);United States Economy;National Debt (US);Tax Cuts and Jobs Act (2017);United States International Relations;Politics and Government;Interest Rates;Presidential Election of 2020;Medicaid,2020-02-10,article,Business Day,News
0,"For Jeff Sessions, Roy Moore and other Republicans vying for a chance to take back Doug Jones’s seat, winning over voters may mean winning over the president first.","In early November, President Trump announced he would be traveling to Tuscaloosa, Ala., to attend the University of Alabama-Louisiana State University football game. When Representative Bradley Byrne, a three-term congressman and United States Senate candidate from Mobile, learned of this plan, he immediately called an Alabama booster named Jim Wilson, who would be hosting Trump in his luxury box near midfield at Bryant-Denny Stadium. Wilson, as fortune would have it, is a distant relative, friend and financial supporter of Byrne’s, and Byrne thought perhaps he could get him into the box.",How Alabama’s Senate Primary Became a Trump Loyalty Contest,"Endorsements;Elections, Senate;Trump, Donald J;ALABAMA;Republican Party;Jones, Doug (1954- );Sessions, Jefferson B III",2020-02-10,article,Magazine,News
0,"A new multimedia installation by Adam Pendleton, with live events daily, will explore the politics and aesthetics of blackness.","Adam Pendleton will transform the Museum of Modern Art’s atrium this summer into a theatrical stage set framed by three 60-foot-tall scaffolds displaying his work. The 36-year-old artist’s multimedia installation is titled “Who Is Queen?” and will be on view from July 25 through Oct. 4, with live daily events surrounded by text-based paintings, mobiles, video portraits and sound pieces exploring his concept of “Black Dada.”",MoMA’s Atrium Set as Theatrical Stage for the Summer,"Art;Theater;Museums;Museum of Modern Art;Pendleton, Adam;Black People;Blacks",2020-02-10,article,Arts,News
0,All hail Bong Joon Ho — and Billie Eilish’s puzzled reactions and Janelle Monáe’s red-carpet stunner. Here’s what we were talking about after the ceremony.,"Going into the 92nd Academy Awards, the headlines were about what we wouldn’t see: no J. Lo, no female filmmakers of top films, almost no people of color in the acting categories. And yet female directors won; so did African-American directors. And the night ended with a history-making victory for “Parasite,” the first South Korean film to win best picture. Here are the highs and lows as we saw them.",The Best and Worst Moments of the 2020 Oscars,"Movies;Academy Awards (Oscars);Bong Joon Ho;Eminem;Rudolph, Maya;Wiig, Kristen;Zellweger, Renee",2020-02-10,article,Movies,News
0,See the looks from the Sies Marjan: Fall 2020 Collection.,See the looks from the Sies Marjan: Fall 2020 Collection.,Sies Marjan: Fall 2020,Sies Marjan (Fashion Label);New York Fashion Week,2020-02-10,multimedia,Fashion & Style,Slideshow
0,"Cases of the new virus on the quarantined Diamond Princess reached 135 Monday, including 20 Americans. Conditions below decks could risk further spread.","YOKOHAMA, Japan — In the passenger decks of the quarantined Diamond Princess cruise ship, more than 2,500 travelers are carefully isolated. Meals are delivered to their cabins. They have permission to walk on deck, six feet apart, for a few minutes a day.    ",Cruise Ship’s Coronavirus Outbreak Leaves Crew Nowhere to Hide,Coronavirus (2019-nCoV);Princess Cruises;Quarantines;Cruises;Japan;Yokohama (Japan),2020-02-10,article,Business Day,News
0,"The Dart Container Corporation, which makes foam products, is a manufacturing behemoth and produced a fortune for the family behind it. Environmentalists say its products are polluting the globe.","MASON, Mich. — The Dart Container Corporation, by some measures, is an American success story.",Your Foam Coffee Cup Is Fighting for Its Life,"Dart Container Corp;Recycling of Waste Materials;Containers and Packaging;Plastics;Baltimore (Md);Foam;Environment;Dart, William A;Lammers, Jim;Lierman, Brooke (1979- );Wayner, Claire;Baltimore Beyond Plastic;Factories and Manufacturing;Maryland;Water Pollution;Mason (Mich)",2020-02-10,article,Business Day,News
0,The indictment suggests that the breach was part of a series of thefts by China to use the data to target American officials.,"WASHINGTON — Four members of China’s military were charged on Monday with hacking into Equifax, one of the nation’s largest credit reporting agencies, and stealing trade secrets and the personal data of about 145 million Americans in 2017.",U.S. Charges Chinese Military Officers in 2017 Equifax Hacking,"Cyberwarfare and Defense;Industrial Espionage;Equifax Inc;China;Justice Department;Identity Theft;Artificial Intelligence;Defense and Military Forces;Barr, William P",2020-02-10,article,U.S.,News
0,Valentine’s Day is on Friday: Why not serve a loved one — or yourself — a caviar sandwich?,"Good morning. Valentine’s Day is Friday, a Hallmark holiday for some, with cards and chocolates and roses of questionable provenance, dinners in candlelight, public displays of affection set to stun. If you’re celebrating, I hope you have your reservations made or your caviar order in. You don’t want to be scrambling around on Thursday or Friday morning, looking for ideas. When you serve a loved one this sandwich (above) for Valentine’s dinner, you don’t want it to be an improvisational jam. You want it to be a planned moment of louche luxury: actual decadence, sexy in the extreme.",Actual Decadence!,Cooking and Cookbooks,2020-02-10,article,Food,News
0,Education Secretary Betsy DeVos’s contentious regulations on sexual misconduct at schools will cement domestic and dating violence and stalking as forms of gender discrimination.,"WASHINGTON — Education Secretary Betsy DeVos’s pending rules on sexual misconduct at the nation’s schools and colleges will include provisions to shore up protections for victims of stalking and dating violence, a response to lethal attacks that have underscored the weakness of current policies.",New Campus Sexual Misconduct Rules Will Tackle Dating Violence,"DeVos, Elizabeth (1958- );Education Department (US);Colleges and Universities;School Shootings and Armed Attacks;Stalking (Crime);Education (K-12);Domestic Violence;Title IX (Gender Discrimination Legislation);Civil Rights and Liberties;University of Utah;McCluskey, Lauren (1997-2018);Willey, Jaelynn (2002-18);Great Mills High School (Great Mills, Md);Murders, Attempted Murders and Homicides",2020-02-10,article,U.S.,News
0,,,Tina Brown on the Future of the Royal Family,"Magazines;Women and Girls;News and News Media;#MeToo Movement;Conde Nast Publications Inc;Talk Magazine;Newsweek;Weinstein, Harvey;New Yorker",2020-02-10,multimedia,Magazine,Interactive Feature
0,"Inspired by a serendipitous vintage find, the Foundrae designer Beth Bugdaycay is getting into glassware.","Nearly two years ago, Beth Bugdaycay, the co-founder and designer of the New York jewelry brand Foundrae, purchased six jewel-toned glass seals enclosed in a velvet box no larger than the palm of her hand. She added the seals, made in the style of the Scottish modeler James Tassie around the turn of the 19th century, to her already extensive collection, which has often served as inspiration for the engraved medallions, rings and earrings that make up her four-year-old line. “I started to think of this secondary meaning of the word — a seal not as a stamp but as a guarantee or a promise,” she says. “To me, the jewelry pieces are promises we make to ourselves about what we want or where we’re going.” In this case, her vintage find gave rise to a small collection of 18-karat gold symbols suspended within gemstones like garnet and rose quartz. But it also led Bugdaycay in an entirely new direction: housewares.",The Offbeat New York Jeweler Trying Something Entirely New,"Foundrae;Istanbul (Turkey);Jewels and Jewelry;Glassware;Bugdaycay, Beth",2020-02-10,article,T Magazine,News
0,Let’s start with what we don’t know.,"GENEVA — Around the world and around the clock, scientists are trying to figure out what must be done to end the global health emergency unleashed by the new coronavirus. As the outbreak accelerates and spreads, dozens of countries have deployed increasingly stringent measures to try to contain the epidemic. Almost as quickly, in a herculean effort, an international network of researchers at data and wet laboratories has started gathering and analyzing data to unmask and disarm this perplexing new disease.",The Urgent Questions Scientists Are Asking About Coronavirus,Coronavirus (2019-nCoV);Epidemics;SARS (Severe Acute Respiratory Syndrome);China;Medicine and Health;World Health Organization,2020-02-10,article,Opinion,Op-Ed
0,"Brad Pitt, Bong Joon Ho, Renée Zellweger and Joaquin Phoenix at the Governors Ball and the Vanity Fair party.","LOS ANGELES — For those not invited to this year’s Academy Awards, the second-best option might have been the viewing party and dinner hosted by Vanity Fair.",Inside the 2020 Oscar Parties,Academy Awards (Oscars);Parties (Social);Vanity Fair,2020-02-10,article,Style,News
0,Rachel Comey and Vaquera get New York Fashion Week off to a buzzy start.,"New York Fashion Week dribbled into existence just after President Trump’s impeachment acquittal victory lap, and in the shadow of the Bernie-Buttigieg squabbles over Iowa. Not to mention the Oscars.",Seeing the Oscar Challenge to Fashion Week and Raising It One,"Fashion and Apparel;New York Fashion Week;Fashion Shows;Rag & Bone (Fashion Label);Burch, Tory;Maxwell, Brandon (1984- );Rogers, Christopher John;Comey, Rachel;your-feed-fashion",2020-02-10,article,Style,News
0,"A field of hundreds will be narrowed to seven by Tuesday night, but until then it is still any dog’s game.","They gave the hounds and the herders the once over at the Westminster Dog Show on Sunday. The bassets and the beagles, the collies and the corgis. Monday was showtime for the toy and nonworking groups. The Havanese and the Maltese, the Finnish Spitz and the French Bulldogs.",Westminster Dog Show Photos: Ready for Prime Time,Westminster Kennel Club Dog Show;Dogs;Manhattan (NYC),2020-02-10,article,Sports,News
0,"A few states will use it in their 2020 primaries, and some cities have been using it for years. Proponents say it could make politics more civil. Critics say it could hurt turnout.","Presidential election years always raise big questions about the way we vote, in part because the process can get kind of messy.",Why Ranked-Choice Voting Is Having a Moment,Voting and Voters;United States Politics and Government;Primaries and Caucuses;Democratic Party;United States;Elections;Presidential Election of 2016;Presidential Election of 2020,2020-02-10,article,U.S.,News
0,"The budget, while largely a messaging document, reflects the administration’s spending priorities’ stark contrast with the president’s Democratic rivals.","WASHINGTON — President Trump released a $4.8 trillion budget proposal on Monday that includes a familiar list of deep cuts to student loan assistance, affordable housing efforts, food stamps and Medicaid, reflecting Mr. Trump’s election-year effort to continue shrinking the federal safety net.",Trump’s $4.8 Trillion Budget Would Cut Safety Net Programs and Boost Defense,"Federal Budget (US);National Debt (US);United States Politics and Government;Tax Cuts and Jobs Act (2017);United States Economy;Medicaid;Medicare;Student Loans;Environment;Affordable Housing;Trump, Donald J;Environmental Protection Agency",2020-02-10,article,Business Day,News
0,Many of the world’s biggest epidemics have been traced to China. But contagion does not play geographical favorites and the country has made great strides in public health.,SARS. Bird flu. And now a new coronavirus.,Coronavirus Outbreak Risks Reviving Stigma for China,China;Epidemics;Coronavirus (2019-nCoV),2020-02-10,article,World,News
0,"In this webinar, The Learning Network explains how students can use our resources from home to sharpen their skills at making and defending arguments.",,On-Demand Webinar: Teach Argumentative Writing With The Learning Network,,2020-02-10,article,The Learning Network,News
0,"From sea to shining sea, here’s a tour of unforgettable fiction that explores matters of the heart.","Plunk yourself in an armchair and lose yourself in a tale of love, whether it’s a family saga, “12-hanky weeper"" or timeworn classic.","50 States, 50 Love Stories",Books and Literature;Love (Emotion);Marriages;Writing and Writers,2020-02-10,article,Books,News
0,"The officers were responding to a report that a man was making threats in the grocery section of the store, the police chief said.","At least two police officers were injured and a suspect was killed at a Walmart store in Forrest City, Ark., after a person opened fire on Monday, the authorities said.","2 Police Officers Injured in Shooting at Walmart in Arkansas, Officials Say","Attacks on Police;Walmart Stores Inc;Murders, Attempted Murders and Homicides;Forrest City (Ark);Varner, Eric (St Francis County, Ark, Police Officer);Watlington, Eugene (St Francis County, Ark, Police Officer)",2020-02-10,article,U.S.,News
0,"Nearly all of the night’s winners are available online to stream, rent or buy. Here’s at look at what they are and where to find them.","[Need help deciding what to watch on Netflix, Disney Plus or other streaming services? Subscribe to our Watching newsletter, which arrives twice weekly in your inbox.]",Where to Stream ‘Parasite’ and Other Big Oscar Winners,"Academy Awards (Oscars);Movies;Video Recordings, Downloads and Streaming;1917 (Movie);American Factory (Movie);Ford v Ferrari (Movie);Hair Love (Movie);Jojo Rabbit (Movie);Joker (Movie);Judy (Movie);Learning to Skateboard in a Warzone (If You're a Girl) (Movie);Little Women (Movie);Marriage Story (Movie);Parasite (Movie);Once Upon a Time in Hollywood (Movie);Toy Story 4 (Movie);Rocketman (Movie)",2020-02-10,article,Movies,News
